Ranks,School Name,20 Year Net ROI,Total 4 Year Cost,Graduation Rate,Typical Years to graduate,Average Loan Amount
1202,Siena Heights University (Private),"165,000","158,000",47,4,"37,800"
1203,Plymouth State University (InState),"165,000","115,000",54,4,"35,800"
1204,East Stroudsburg University of Pennsylvania (InState),"165,000","99,200",52,4,"30,800"
1205,Webber International University (Private),"164,000","166,000",38,4,"25,200"
1206,Eastern University (Private),"164,000","195,000",59,4,"32,700"
1207,Ball State University (InState),"164,000","97,700",67,4,"30,500"
1208,American International College (Private),"164,000","208,000",44,4,"31,500"
1209,Marymount Manhattan College (Private),"164,000","230,000",53,4,"29,600"
1210,SUNY College at Oswego (OutofState),"164,000","137,000",67,4,"28,900"
1211,Clarion University of Pennsylvania (InState),"164,000","110,000",52,4,"34,600"
1212,Auburn University at Montgomery (InState),"164,000","80,800",34,5,"22,400"
1213,Thomas University (Private),"164,000","115,000",47,6,"15,700"
1214,Austin Peay State University (InState),"163,000","100,000",43,5,"22,700"
1215,Becker College (Private),"163,000","225,000",46,4,"43,300"
1216,University of Southern Mississippi (OutofState),"163,000","108,000",49,5,"26,300"
1217,Southeastern Louisiana University (OutofState),"162,000","138,000",39,5,"19,700"
1218,Trevecca Nazarene University (Private),"162,000","154,000",56,4,"24,100"
1219,Mayville State University (OutofState),"162,000","83,400",34,5,"27,300"
1220,King's College (Private),"162,000","213,000",64,4,"39,200"
1221,Franklin Pierce University (Private),"162,000","212,000",49,4,"58,500"
1222,Wheaton College (Massachusetts) (Private),"161,000","268,000",75,4,"33,300"
1223,Mount Holyoke College (Private),"161,000","261,000",83,4,"24,100"
1224,Grand View University (Private),"161,000","161,000",55,4,"29,600"
1225,Franklin College (Private),"161,000","181,000",65,4,"29,700"
1226,McMurry University (Private),"161,000","164,000",33,4,"26,200"
1227,Covenant College (Private),"160,000","187,000",65,4,"26,200"
1228,University of Southern Indiana (OutofState),"160,000","126,000",50,5,"24,500"
1229,Lake Superior State University (InState),"160,000","96,900",51,5,"25,300"
1230,Lake Superior State University (OutofState),"160,000","96,900",51,5,"25,300"
1231,Lewis & Clark College (Private),"160,000","259,000",77,4,"26,200"
1232,University of Maine at Fort Kent (InState),"159,000","78,400",36,5,"23,000"
1233,Valdosta State University (InState),"159,000","83,800",40,5,"25,100"
1234,Colorado College (Private),"159,000","281,000",83,4,"22,900"
1235,Eckerd College (Private),"159,000","242,000",66,4,"33,000"
1236,College of Charleston (InState),"159,000","119,000",66,4,"35,500"
1237,Coastal Carolina University (InState),"159,000","102,000",47,4,"40,600"
1238,Murray State University (InState),"158,000","91,800",55,5,"34,400"
1239,St Thomas University (Private),"158,000","194,000",43,4,"30,600"
1240,University of South CarolinaBeaufort (OutofState),"158,000","141,000",31,5,"26,900"
1241,Crown College (Private),"158,000","160,000",50,4,"35,000"
1242,Missouri Southern State University (OutofState),"157,000","93,000",32,5,"20,600"
1243,Wheeling Jesuit University (Private),"157,000","164,000",53,4,"29,200"
1244,University of Mount Union (Private),"157,000","173,000",66,4,"30,800"
1245,Columbus State University (InState),"157,000","86,300",38,5,"25,700"
1246,Langston University (InState),"156,000","81,100",18,4,"32,700"
1247,Jacksonville State University (OutofState),"156,000","115,000",41,5,"32,100"
1248,Arkansas State UniversityMain Campus (OutofState),"156,000","118,000",53,4,"24,400"
1249,The University of Texas Rio Grande Valley (OutofState),"156,000","121,000",46,5,"16,300"
1250,Oakland City University (Private),"156,000","154,000",52,4,"19,600"
1251,Endicott College (Private),"155,000","204,000",74,4,"50,800"
1252,Pine Manor College (Private),"155,000","188,000",38,5,"29,100"
1253,St Olaf College (Private),"155,000","238,000",86,4,"26,300"
1254,Mississippi College (Private),"155,000","133,000",57,4,"22,900"
1255,Minot State University (InState),"155,000","72,800",45,5,"24,600"
1256,Minot State University (OutofState),"155,000","72,800",45,5,"24,600"
1257,Morningside College (Private),"155,000","179,000",62,4,"33,600"
1258,Shenandoah University (Private),"155,000","186,000",60,4,"35,600"
1259,Northeastern State University (OutofState),"155,000","102,000",33,5,"20,000"
1260,Hanover College (Private),"155,000","205,000",69,4,"21,800"
1261,University of Nebraska at Kearney (InState),"154,000","91,100",56,5,"22,700"
1262,University of Illinois at Springfield (InState),"154,000","101,000",54,4,"27,900"
1263,Eastern Oregon University (OutofState),"154,000","136,000",27,5,"24,700"
1264,Southern Wesleyan University (Private),"153,000","149,000",54,4,"28,200"
1265,University of South CarolinaUpstate (OutofState),"153,000","146,000",48,5,"25,900"
1266,Coppin State University (InState),"153,000","89,900",25,5,"22,900"
1267,Davenport University (Private),"153,000","125,000",49,4,"43,400"
1268,Southeast Missouri State University (InState),"153,000","85,500",50,5,"23,700"
1269,Gustavus Adolphus College (Private),"152,000","227,000",78,4,"34,600"
1270,Brenau University (Private),"152,000","182,000",46,4,"29,800"
1271,Western Carolina University (InState),"152,000","78,800",62,4,"24,000"
1272,The University of West Florida (OutofState),"152,000","129,000",46,5,"24,200"
1273,Minnesota State University Moorhead (OutofState),"151,000","117,000",53,5,"36,700"
1274,California University of Pennsylvania (OutofState),"151,000","124,000",50,4,"29,700"
1275,Emerson College (Private),"151,000","268,000",82,4,"50,900"
1276,Macalester College (Private),"151,000","270,000",91,4,"24,100"
1277,Eastern New Mexico UniversityMain Campus (OutofState),"150,000","90,000",36,5,"21,200"
1278,Illinois College (Private),"150,000","174,000",63,4,"29,500"
1279,Iowa Wesleyan University (Private),"150,000","159,000",31,4,"18,700"
1280,Cumberland University (Private),"150,000","149,000",43,4,"23,700"
1281,University of Sioux Falls (Private),"149,000","140,000",64,4,"34,300"
1282,Appalachian State University (OutofState),"149,000","136,000",73,4,"25,000"
1283,Lubbock Christian University (Private),"149,000","143,000",50,4,"48,500"
1284,Campbell University (Private),"149,000","196,000",55,4,"29,200"
1285,Governors State University (OutofState),"149,000","140,000",70,4,"33,600"
1286,Drew University (Private),"148,000","247,000",69,4,"21,900"
1287,Winthrop University (InState),"148,000","115,000",63,4,"30,300"
1288,Howard Payne University (Private),"148,000","161,000",35,4,"36,000"
1289,Nebraska Wesleyan University (Private),"148,000","190,000",65,4,"31,400"
1290,Georgia Southwestern State University (InState),"148,000","80,200",38,5,"21,400"
1291,East Central University (OutofState),"148,000","108,000",37,5,"20,000"
1292,University of South FloridaSt Petersburg (OutofState),"147,000","132,000",44,4,"31,600"
1293,Knox College (Private),"147,000","230,000",74,4,"27,300"
1294,Montreat College (Private),"147,000","156,000",34,4,"23,300"
1295,Westminster College (Pennsylvania) (Private),"147,000","199,000",70,4,"34,300"
1296,Southwest Baptist University (Private),"146,000","139,000",46,4,"27,400"
1297,Southern Connecticut State University (OutofState),"146,000","156,000",52,5,"28,900"
1298,Erskine College (Private),"146,000","210,000",45,4,"12,600"
1299,Belhaven University (Private),"146,000","141,000",50,4,"28,000"
1300,Lincoln University (Pennsylvania) (OutofState),"146,000","129,000",47,4,"28,800"
1301,Clarion University of Pennsylvania (OutofState),"145,000","129,000",52,4,"34,600"
1302,University of WisconsinSuperior (InState),"145,000","78,600",48,5,"26,200"
1303,SUNY College at Brockport (OutofState),"145,000","137,000",64,4,"30,000"
1304,Wilmington College (Private),"145,000","157,000",55,4,"28,500"
1305,Allegheny College (Private),"145,000","249,000",74,4,"32,000"
1306,Fairmont State University (OutofState),"145,000","113,000",41,5,"23,900"
1307,Centenary College of Louisiana (Private),"145,000","215,000",59,4,"26,500"
1308,University of Mary HardinBaylor (Private),"144,000","163,000",51,4,"27,400"
1309,Johnson & Wales UniversityDenver (Private),"144,000","192,000",52,4,"32,800"
1310,Albright College (Private),"144,000","216,000",57,4,"31,300"
1311,Slippery Rock University of Pennsylvania (InState),"144,000","98,300",68,4,"34,900"
1312,Rollins College (Private),"144,000","273,000",74,4,"34,600"
1313,Northwestern State University of Louisiana (InState),"143,000","89,000",44,5,"24,100"
1314,Texas Lutheran University (Private),"143,000","172,000",55,4,"29,900"
1315,SUNY College at Plattsburgh (OutofState),"142,000","140,000",68,4,"28,600"
1316,Cleveland Institute of Art (Private),"142,000","234,000",60,4,"36,700"
1317,Delaware State University (OutofState),"142,000","129,000",42,5,"25,900"
1318,University of Maine at Fort Kent (OutofState),"142,000","94,700",36,5,"23,000"
1319,Longwood University (OutofState),"142,000","172,000",66,4,"29,700"
1320,Tennessee State University (OutofState),"141,000","139,000",32,5,"32,200"
1321,Southern Arkansas University Main Campus (InState),"141,000","91,200",44,4,"21,800"
1322,Texas Southern University (OutofState),"141,000","151,000",23,5,"26,300"
1323,Baldwin Wallace University (Private),"141,000","188,000",65,4,"29,100"
1324,Goucher College (Private),"140,000","246,000",66,4,"40,000"
1325,Presbyterian College (Private),"140,000","210,000",71,4,"26,100"
1326,University of Arkansas at Monticello (InState),"140,000","76,000",29,5,"21,300"
1327,Coe College (Private),"140,000","225,000",66,4,"31,400"
1328,The University of Montana (OutofState),"139,000","155,000",45,4,"23,900"
1329,MidAmerica Nazarene University (Private),"139,000","178,000",43,4,"25,300"
1330,Webster University (Private),"138,000","181,000",58,4,"25,400"
1331,West Virginia State University (InState),"138,000","94,800",31,5,"31,000"
1332,The University of TennesseeChattanooga (OutofState),"137,000","158,000",48,5,"24,000"
1333,California Baptist University (Private),"137,000","188,000",63,4,"27,200"
1334,University of North Alabama (InState),"137,000","84,800",49,5,"38,200"
1335,Colorado Mesa University (OutofState),"137,000","143,000",34,5,"24,500"
1336,Regis College (Private),"137,000","235,000",67,4,"49,600"
1337,University of North Carolina at Greensboro (InState),"137,000","82,000",59,5,"24,400"
1338,University of WisconsinStevens Point (OutofState),"137,000","109,000",60,5,"25,400"
1339,Kentucky State University (InState),"136,000","72,000",25,5,"24,800"
1340,Louisiana College (Private),"136,000","107,000",37,5,"21,500"
1341,Albion College (Private),"136,000","233,000",70,4,"31,300"
1342,Fort Lewis College (OutofState),"136,000","144,000",41,4,"22,600"
1343,Marshall University (OutofState),"136,000","127,000",49,5,"21,900"
1344,University of West Georgia (OutofState),"135,000","140,000",45,5,"23,300"
1345,Emporia State University (InState),"135,000","79,300",50,5,"25,000"
1346,Middle Tennessee State University (OutofState),"135,000","163,000",47,5,"23,100"
1347,St Bonaventure University (Private),"134,000","193,000",74,4,"33,200"
1348,University of Southern Maine (OutofState),"134,000","138,000",40,5,"26,200"
1349,Cornerstone University (Private),"134,000","155,000",60,4,"39,300"
1350,William Carey University (Private),"134,000","101,000",47,5,"28,500"
1351,Missouri Western State University (InState),"134,000","81,000",38,5,"24,200"
1352,Brescia University (Private),"133,000","142,000",34,5,"23,700"
1353,Andrews University (Private),"133,000","161,000",59,5,"47,200"
1354,New Mexico Highlands University (InState),"132,000","75,200",22,5,"19,600"
1355,The University of Virginia's College at Wise (InState),"132,000","97,800",44,5,"19,400"
1356,William Penn University (Private),"131,000","151,000",34,4,"30,700"
1357,Plymouth State University (OutofState),"131,000","149,000",54,4,"35,800"
1358,Western Oregon University (InState),"131,000","94,700",41,5,"18,300"
1359,Bryn Mawr College (Private),"131,000","279,000",84,4,"27,100"
1360,Liberty University (Private),"131,000","157,000",47,4,"33,000"
1361,Cornell College (Private),"131,000","229,000",69,4,"34,000"
1362,University of Nebraska at Kearney (OutofState),"131,000","115,000",56,5,"22,700"
1363,Judson University (Private),"131,000","172,000",58,4,"23,400"
1364,Waynesburg University (Private),"130,000","146,000",66,4,"32,800"
1365,Rhodes College (Private),"130,000","249,000",80,4,"23,500"
1366,Champlain College (Private),"130,000","235,000",65,4,"37,300"
1367,Carthage College (Private),"130,000","233,000",66,4,"35,000"
1368,Smith College (Private),"130,000","284,000",89,4,"18,600"
1369,Southeast Missouri State University (OutofState),"130,000","108,000",50,5,"23,700"
1370,San Francisco Art Institute (Private),"130,000","280,000",46,4,"27,200"
1371,Nicholls State University (InState),"129,000","90,100",49,5,"21,300"
1372,Coppin State University (OutofState),"129,000","114,000",25,5,"22,900"
1373,Lycoming College (Private),"129,000","220,000",67,4,"33,300"
1374,The University of TennesseeMartin (InState),"129,000","83,600",47,5,"22,200"
1375,Wartburg College (Private),"129,000","211,000",62,4,"33,700"
1376,Slippery Rock University of Pennsylvania (OutofState),"128,000","114,000",68,4,"34,900"
1377,Henderson State University (InState),"128,000","88,000",39,5,"24,800"
1378,Northern Michigan University (InState),"128,000","94,400",48,5,"29,100"
1379,Montana State UniversityBillings (OutofState),"128,000","130,000",24,5,"22,100"
1380,Langston University (OutofState),"127,000","111,000",18,4,"32,700"
1381,Johnson & Wales UniversityProvidence (Private),"127,000","199,000",65,4,"39,800"
1382,East Tennessee State University (InState),"127,000","92,600",50,5,"24,100"
1383,The Evergreen State College (OutofState),"127,000","162,000",50,4,"5,600"
1384,University of WisconsinGreen Bay (InState),"127,000","77,200",53,5,"24,700"
1385,Wilberforce University (Private),"127,000","93,200",20,5,"29,900"
1386,Central Methodist UniversityCollege of Liberal Arts and Sciences (Private),"126,000","153,000",47,6,"31,500"
1387,South Carolina State University (InState),"125,000","119,000",35,5,"28,500"
1388,Southern Arkansas University Main Campus (OutofState),"125,000","107,000",44,4,"21,800"
1389,The College of Idaho (Private),"125,000","170,000",66,4,"29,800"
1390,Oklahoma Panhandle State University (InState),"125,000","64,100",28,4,"21,500"
1391,Warner University (Private),"124,000","136,000",46,5,"25,000"
1392,McPherson College (Private),"124,000","167,000",41,4,"31,100"
1393,Auburn University at Montgomery (OutofState),"124,000","120,000",34,5,"22,400"
1394,Western Carolina University (OutofState),"123,000","108,000",62,4,"24,000"
1395,Rogers State University (InState),"123,000","86,900",22,4,"25,600"
1396,Kutztown University of Pennsylvania (InState),"123,000","108,000",54,4,"30,200"
1397,Virginia State University (InState),"123,000","91,500",38,5,"30,700"
1398,Mount Mercy University (Private),"123,000","184,000",64,4,"30,600"
1399,Oklahoma Panhandle State University (OutofState),"123,000","66,500",28,4,"21,500"
1400,Gordon College (Private),"123,000","201,000",69,4,"28,700"
1401,Mount Vernon Nazarene University (Private),"122,000","167,000",68,4,"29,100"
1402,Eureka College (Private),"121,000","146,000",50,4,"33,000"
1403,Francis Marion University (InState),"121,000","95,000",44,5,"25,100"
1404,Southwest Minnesota State University (OutofState),"120,000","83,400",50,4,"29,300"
1405,Indiana UniversitySouth Bend (OutofState),"120,000","127,000",38,5,"20,300"
1406,Roanoke College (Private),"120,000","241,000",70,4,"35,200"
1407,Southwest Minnesota State University (InState),"120,000","83,400",50,4,"29,300"
1408,Franciscan University of Steubenville (Private),"120,000","155,000",77,4,"30,300"
1409,Sarah Lawrence College (Private),"119,000","286,000",78,4,"27,200"
1410,Carroll College (Private),"118,000","196,000",63,4,"29,600"
1411,Texas Wesleyan University (Private),"118,000","179,000",30,5,"36,100"
1412,Carroll University (Private),"118,000","179,000",67,4,"36,000"
1413,North Park University (Private),"117,000","169,000",62,4,"34,600"
1414,New Mexico Highlands University (OutofState),"117,000","90,100",22,5,"19,600"
1415,University of North Carolina Wilmington (OutofState),"117,000","154,000",72,4,"29,200"
1416,University of Arkansas at Monticello (OutofState),"117,000","99,400",29,5,"21,300"
1417,East Stroudsburg University of Pennsylvania (OutofState),"116,000","148,000",52,4,"30,800"
1418,College of Saint Benedict (Private),"116,000","231,000",80,4,"40,000"
1419,Henderson State University (OutofState),"116,000","99,900",39,5,"24,800"
1420,Valdosta State University (OutofState),"116,000","127,000",40,5,"25,100"
1421,University of Illinois at Springfield (OutofState),"116,000","139,000",54,4,"27,900"
1422,Mount Saint Joseph University (Private),"116,000","165,000",45,4,"30,400"
1423,Chicago State University (InState),"115,000","100,000",17,6,"19,300"
1424,Nicholls State University (OutofState),"115,000","104,000",49,5,"21,300"
1425,Avila University (Private),"115,000","142,000",55,4,"31,500"
1426,Ursuline College (Private),"115,000","181,000",53,4,"22,800"
1427,Belmont University (Private),"115,000","207,000",72,4,"32,900"
1428,University of WisconsinSuperior (OutofState),"115,000","109,000",48,5,"26,200"
1429,San Diego Christian College (Private),"115,000","192,000",53,4,"28,600"
1430,Columbus State University (OutofState),"114,000","130,000",38,5,"25,700"
1431,Xavier University of Louisiana (Private),"114,000","148,000",51,4,"25,600"
1432,Pacific University (Private),"114,000","235,000",69,4,"34,100"
1433,Lander University (InState),"114,000","97,800",45,5,"24,800"
1434,Rockford University (Private),"114,000","176,000",41,5,"27,800"
1435,Austin Peay State University (OutofState),"112,000","152,000",43,5,"22,700"
1436,Palm Beach Atlantic University (Private),"112,000","190,000",57,4,"27,900"
1437,CulverStockton College (Private),"111,000","157,000",52,4,"34,400"
1438,Missouri Western State University (OutofState),"111,000","104,000",38,5,"24,200"
1439,Heidelberg University (Private),"111,000","175,000",51,4,"34,500"
1440,Saint Francis University (Private),"111,000","211,000",73,4,"44,800"
1441,Benedictine College (Private),"111,000","177,000",65,4,"26,200"
1442,Union College (Kentucky) (Private),"110,000","158,000",39,4,"28,100"
1443,Hope College (Private),"110,000","185,000",81,4,"31,300"
1444,New England College (Private),"110,000","219,000",29,4,"35,200"
1445,Saint John Fisher College (Private),"110,000","193,000",75,4,"43,100"
1446,Southern Oregon University (OutofState),"110,000","171,000",46,5,"17,800"
1447,Le MoyneOwen College (Private),"110,000","76,900",14,6,"33,200"
1448,Ouachita Baptist University (Private),"110,000","153,000",63,4,"24,800"
1449,University of Mobile (Private),"109,000","155,000",55,4,"27,400"
1450,Capital University (Private),"109,000","198,000",62,4,"29,600"
1451,Hood College (Private),"109,000","223,000",65,4,"32,500"
1452,Paul Quinn College (Private),"108,000","74,300",20,5,"10,700"
1453,Wisconsin Lutheran College (Private),"108,000","170,000",59,4,"30,400"
1454,Culinary Institute of America (Private),"107,000","190,000",70,4,"60,500"
1455,North Carolina Central University (InState),"107,000","92,600",49,5,"26,000"
1456,Pfeiffer University (Private),"107,000","178,000",44,4,"41,800"
1457,Lee University (Private),"106,000","125,000",60,4,"25,900"
1458,The University of TennesseeMartin (OutofState),"106,000","107,000",47,5,"22,200"
1459,Centenary College (Private),"106,000","195,000",54,4,"30,400"
1460,University of North Alabama (OutofState),"106,000","116,000",49,5,"38,200"
1461,Florida Southern College (Private),"106,000","202,000",68,4,"29,700"
1462,Georgia Southwestern State University (OutofState),"106,000","122,000",38,5,"21,400"
1463,Northern Michigan University (OutofState),"106,000","116,000",48,5,"29,100"
1464,Clark Atlanta University (Private),"105,000","152,000",44,4,"31,100"
1465,Columbia CollegeChicago (Private),"105,000","181,000",50,4,"31,300"
1466,Tabor College (Private),"105,000","172,000",43,4,"26,900"
1467,Massachusetts College of Liberal Arts (InState),"105,000","101,000",61,4,"19,200"
1468,Concordia UniversityChicago (Private),"105,000","176,000",47,4,"23,700"
1469,University of the Ozarks (Private),"104,000","144,000",53,4,"22,800"
1470,Georgia College and State University (OutofState),"103,000","188,000",64,4,"28,000"
1471,West Virginia State University (OutofState),"102,000","131,000",31,5,"31,000"
1472,Ashland University (Private),"102,000","138,000",65,4,"31,900"
1473,Drury University (Private),"102,000","161,000",58,4,"28,900"
1474,Otterbein University (Private),"102,000","187,000",66,4,"32,700"
1475,Northwestern Oklahoma State University (InState),"102,000","68,100",31,5,"19,400"
1476,SUNY at Fredonia (InState),"101,000","94,900",64,4,"27,200"
1477,Alvernia University (Private),"101,000","201,000",63,4,"34,800"
1478,Berry College (Private),"101,000","205,000",69,4,"32,700"
1479,Transylvania University (Private),"101,000","206,000",70,4,"32,200"
1480,Union University (Private),"101,000","210,000",68,4,"26,400"
1481,Fisk University (Private),"99,900","151,000",50,4,"48,400"
1482,SUNY Buffalo State (InState),"99,800","103,000",46,5,"25,400"
1483,Coastal Carolina University (OutofState),"99,500","162,000",47,4,"40,600"
1484,Northwestern State University of Louisiana (OutofState),"99,400","132,000",44,5,"24,100"
1485,Kentucky State University (OutofState),"99,200","109,000",25,5,"24,800"
1486,Ball State University (OutofState),"98,500","163,000",67,4,"30,500"
1487,Wingate University (Private),"97,600","190,000",50,4,"28,800"
1488,Murray State University (OutofState),"97,600","152,000",55,5,"34,400"
1489,West Liberty University (InState),"96,800","91,100",45,4,"43,400"
1490,BethuneCookman University (Private),"96,400","118,000",33,5,"27,500"
1491,Stephens College (Private),"96,300","174,000",46,4,"32,300"
1492,University of WisconsinGreen Bay (OutofState),"95,500","109,000",53,5,"24,700"
1493,SUNY College at Cortland (InState),"95,500","100,000",71,4,"29,400"
1494,Silver Lake College of the Holy Family (Private),"95,400","173,000",40,4,"27,000"
1495,King University (Private),"95,300","170,000",59,4,"28,800"
1496,Indiana UniversitySoutheast (InState),"95,300","82,900",36,5,"21,200"
1497,Medaille College (Private),"94,500","178,000",38,4,"29,900"
1498,Concord University (InState),"94,200","83,500",40,5,"30,600"
1499,Catawba College (Private),"93,900","181,000",51,4,"24,900"
1500,Springfield College (Private),"93,700","212,000",74,4,"37,400"
1501,Greenville College (Private),"93,100","160,000",56,4,"28,600"
1502,The College of Wooster (Private),"92,900","252,000",77,4,"29,500"
1503,Marymount California University (Private),"92,300","221,000",33,6,"34,600"
1504,Oral Roberts University (Private),"92,100","168,000",55,4,"34,600"
1505,Winthrop University (OutofState),"92,100","171,000",63,4,"30,300"
1506,Kutztown University of Pennsylvania (OutofState),"91,800","139,000",54,4,"30,200"
1507,Bluefield College (Private),"91,800","153,000",34,4,"26,600"
1508,Wayne State College (InState),"91,200","74,800",51,4,"23,100"
1509,Georgetown College (Private),"91,000","204,000",45,4,"26,500"
1510,Bridgewater College (Private),"90,900","202,000",59,4,"29,100"
1511,Southwestern Assemblies of God University (Private),"89,900","137,000",45,4,"24,600"
1512,Rogers State University (OutofState),"89,700","120,000",22,4,"25,600"
1513,Maryland Institute College of Art (Private),"89,400","256,000",72,4,"35,800"
1514,Sweet Briar College (Private),"89,300","185,000",34,4,"32,300"
1515,Cedar Crest College (Private),"88,700","211,000",51,4,"35,100"
1516,Cornish College of the Arts (Private),"88,500","223,000",54,4,"32,800"
1517,Mary Baldwin College (Private),"88,300","174,000",38,4,"27,600"
1518,Reed College (Private),"88,300","286,000",76,4,"24,900"
1519,Concordia College at Moorhead (Private),"88,100","203,000",72,4,"39,900"
1520,West Virginia Wesleyan College (Private),"87,900","183,000",54,4,"28,100"
1521,Norfolk State University (InState),"87,600","102,000",36,5,"48,500"
1522,Bard College (Private),"87,600","287,000",77,4,"27,900"
1523,Mansfield University of Pennsylvania (InState),"87,200","111,000",51,4,"35,200"
1524,Stetson University (Private),"86,900","250,000",65,4,"33,000"
1525,Chicago State University (OutofState),"86,900","129,000",17,6,"19,300"
1526,Lincoln University (Missouri) (InState),"86,900","76,100",27,5,"22,700"
1527,Western New Mexico University (InState),"86,600","89,100",34,5,"24,900"
1528,Elmira College (Private),"86,600","214,000",68,4,"23,400"
1529,Lourdes University (Private),"86,500","146,000",36,5,"29,400"
1530,Arizona Christian University (Private),"86,200","167,000",50,4,"45,000"
1531,Huntingdon College (Private),"85,400","151,000",49,4,"27,200"
1532,LaGrange College (Private),"85,400","183,000",41,4,"32,900"
1533,Tiffin University (Private),"85,300","157,000",39,4,"32,900"
1534,Bethany College (West Virginia) (Private),"85,200","174,000",46,4,"29,600"
1535,University of West Alabama (InState),"84,700","86,300",35,5,"28,900"
1536,Madonna University (Private),"84,700","141,000",60,5,"23,700"
1537,Adams State University (InState),"84,500","90,800",30,5,"24,700"
1538,Moody Bible Institute (Private),"84,400","109,000",67,4,"24,500"
1539,University of Northwestern Ohio (Private),"83,800","94,600",60,4,"30,200"
1540,Anderson University (Indiana) (Private),"83,500","176,000",60,4,"32,600"
1541,Lancaster Bible College (Private),"83,400","144,000",62,4,"30,600"
1542,Alverno College (Private),"83,100","164,000",49,5,"30,200"
1543,Hendrix College (Private),"82,900","245,000",71,4,"26,300"
1544,South Carolina State University (OutofState),"82,900","161,000",35,5,"28,500"
1545,College of Charleston (OutofState),"82,500","195,000",66,4,"35,500"
1546,Malone University (Private),"81,600","177,000",54,4,"25,900"
1547,Bethel University (Tennessee) (Private),"81,300","126,000",32,5,"22,200"
1548,Milwaukee Institute of Art & Design (Private),"81,000","194,000",59,4,"37,700"
1549,Valley City State University (InState),"80,700","74,400",50,5,"21,900"
1550,Anna Maria College (Private),"80,700","214,000",46,4,"38,000"
1551,Francis Marion University (OutofState),"80,400","136,000",44,5,"25,100"
1552,Emporia State University (OutofState),"80,400","134,000",50,5,"25,000"
1553,SUNY College of Agriculture and Technology at Cobleskill (InState),"79,900","102,000",44,4,"25,300"
1554,Western State Colorado University (InState),"79,500","95,400",51,5,"26,200"
1555,School of the Art Institute of Chicago (Private),"79,400","268,000",70,4,"36,300"
1556,Sul Ross State University (InState),"78,900","86,500",25,5,"24,900"
1557,University of PittsburghGreensburg (InState),"78,400","117,000",34,4,"29,300"
1558,Virginia State University (OutofState),"78,200","136,000",38,5,"30,700"
1559,New Orleans Baptist Theological Seminary (Private),"78,100","72,500",26,5,"36,300"
1560,Oklahoma Baptist University (Private),"78,100","163,000",55,4,"26,700"
1561,Flagler CollegeSt Augustine (Private),"77,300","137,000",53,4,"33,900"
1562,Piedmont College (Private),"77,000","158,000",45,4,"29,200"
1563,University of North Carolina at Greensboro (OutofState),"76,500","142,000",59,5,"24,400"
1564,Midland University (Private),"76,400","176,000",40,4,"34,900"
1565,Oberlin College (Private),"76,200","292,000",86,4,"20,100"
1566,Loyola University New Orleans (Private),"76,000","223,000",62,4,"28,300"
1567,Bethel CollegeIndiana (Private),"75,800","163,000",67,4,"26,200"
1568,Muskingum University (Private),"75,700","167,000",53,4,"33,300"
1569,Grambling State University (InState),"75,600","103,000",35,5,"27,300"
1570,Tusculum College (Private),"75,600","158,000",41,4,"24,200"
1571,Lander University (OutofState),"75,400","136,000",45,5,"24,800"
1572,Lock Haven University (InState),"75,200","106,000",54,4,"34,800"
1573,Greensboro College (Private),"75,200","158,000",33,4,"32,000"
1574,Carlow University (Private),"75,100","175,000",57,4,"33,500"
1575,Columbus College of Art and Design (Private),"74,600","198,000",65,4,"37,100"
1576,Northwestern Oklahoma State University (OutofState),"74,200","96,300",31,5,"19,400"
1577,Pitzer College (Private),"73,700","287,000",85,4,"19,200"
1578,Berklee College of Music (Private),"73,300","258,000",65,4,"57,800"
1579,Point Park University (Private),"72,600","182,000",60,4,"36,100"
1580,University of North Carolina at Asheville (InState),"72,500","80,000",59,4,"24,300"
1581,Lasell College (Private),"72,500","215,000",59,4,"31,200"
1582,Quincy University (Private),"72,400","168,000",53,4,"24,900"
1583,Spring Arbor University (Private),"72,000","162,000",59,4,"31,600"
1584,GardnerWebb University (Private),"71,500","181,000",56,4,"28,900"
1585,Methodist University (Private),"70,700","221,000",45,5,"29,400"
1586,Wayne State College (OutofState),"70,400","95,600",51,4,"23,100"
1587,Arcadia University (Private),"70,200","237,000",66,4,"44,600"
1588,Defiance College (Private),"70,100","186,000",35,4,"34,200"
1589,Northern State University (InState),"69,200","86,800",48,5,"25,700"
1590,Wesley College (Private),"68,900","168,000",29,5,"29,400"
1591,Massachusetts College of Liberal Arts (OutofState),"68,800","137,000",61,4,"19,200"
1592,Delaware Valley University (Private),"68,400","222,000",60,4,"39,700"
1593,Ringling College of Art and Design (Private),"68,300","266,000",67,4,"49,000"
1594,Lyon College (Private),"67,300","161,000",54,4,"33,900"
1595,University of Arkansas at Pine Bluff (InState),"67,100","79,700",33,5,"24,700"
1596,Delta State University (InState),"67,000","79,500",39,5,"23,700"
1597,The College of Saint Rose (Private),"67,000","192,000",61,4,"31,100"
1598,Delta State University (OutofState),"67,000","79,500",39,5,"23,700"
1599,Bluffton University (Private),"66,900","187,000",54,4,"31,000"
1600,Northwest Christian University (Private),"66,700","168,000",52,4,"30,500"
1601,Western Oregon University (OutofState),"66,000","159,000",41,5,"18,300"
1602,West Liberty University (OutofState),"65,900","122,000",45,4,"43,400"
1603,Millikin University (Private),"65,400","196,000",59,4,"29,200"
1604,Tennessee Wesleyan College (Private),"63,900","142,000",41,4,"26,700"
